#{"t_start": 1761663077.470182, "env_id": "None"}
r,l,t
-33.016,2467,2024.798486
63.018333,1014,2028.416969
-57.927333,1291,2031.056288
-23.796,1739,2034.352873
-45.453952,1032,2036.229134
-73.353333,1319,2042.710965
-83.731,812,2044.26202
-78.483333,853,2045.850565
47.814571,1237,2047.825466
73.552333,340,2048.68496
47.640905,1500,2051.072935
22.905,1713,2053.578067
-71.579333,1428,2060.1163
57.918,1338,2062.292948
-56.08719,1125,2064.125021
63.334095,1138,2065.958168
57.111381,1883,2068.536835
-93.536524,1886,2071.26673
-81.478667,1062,2077.568661
73.566,340,2078.403569
63.714667,883,2080.013863
-46.329571,1269,2082.28885
-2.558524,2700,2086.10274
-60.756,1051,2087.845877
66.676333,1662,2094.894208
-102.321905,2045,2097.784571
-99.008333,1286,2099.430491
-76.840762,1798,2102.113291
-18.121143,1489,2104.392709
-72.802905,2208,2111.821248
57.61419,1130,2113.680974
-84.083667,860,2115.222368
-81.737,1352,2117.321989
73.576667,340,2118.157904
69.058905,411,2119.097608
-13.703,1388,2121.346682
-73.235667,2700,2128.575342
62.868,1302,2130.64049
-55.49,2287,2133.983428
73.593667,340,2134.958663
-113.909333,2000,2137.973355
73.162286,721,2143.836071
-51.827762,1497,2146.220177
53.310667,918,2147.847798
93.032,669,2149.205706
-78.781667,1989,2152.05035
38.447333,827,2153.538655
88.561333,340,2154.384997
77.133,1762,2156.996497
-88.96981,1765,2163.998043
-99.410476,2188,2167.002434
-88.602762,1443,2169.198673
73.629619,414,2170.10843
-63.955667,1433,2172.289143
-38.574,1180,2178.59928
-84.277,1359,2180.313426
-58.020667,877,2181.911538
84.074095,515,2182.885138
-70.421667,751,2184.717689
87.866905,1170,2188.704806
59.15419,426,2190.50008
63.243667,1356,2193.997365
-69.620333,1406,2201.02564
-68.137,1440,2203.78662
77.068857,1827,2206.741637
-65.485,970,2208.524786
-70.698,781,2210.163409
23.741143,953,2212.090409
-62.622571,1202,2214.2961
103.235952,724,2215.883773
57.815,1149,2223.149508
-51.313619,1150,2225.299122
-76.562381,1451,2227.927958
56.191857,2356,2231.605594
-76.053524,1446,2234.066888
74.140667,914,2240.71739
-63.157667,1176,2243.08281
47.176333,1287,2245.378467
27.474905,1467,2247.864816
52.651667,1026,2249.838632
-80.66281,1211,2252.057646
78.587667,340,2253.034222
72.665143,1825,2263.397029
63.908,414,2264.78581
-42.072143,1918,2267.812571
67.802381,918,2269.4184
87.679333,1104,2271.266023
-45.220333,2450,2274.5967
38.441,1179,2281.04902
83.596667,340,2281.987212
73.578,340,2282.933514
77.234333,1225,2285.0036
56.45081,2469,2290.675719
98.655286,413,2292.559531
-7.596429,2039,2297.913403
47.69,1473,2305.04061
-58.127333,1066,2306.902748
-122.953,1464,2309.162477
-69.643333,1227,2311.060277
72.377333,1231,2313.063213
-23.682667,1354,2315.142145
56.700143,1880,2322.289702
-60.629333,885,2323.926951
64.115238,425,2324.843507
58.1,702,2326.27261
48.163333,1280,2328.277414
52.055,1523,2330.471083
53.478667,677,2331.82056
-58.479429,1086,2333.764533
-68.968333,1574,2340.675554
-46.914667,1228,2342.674616
67.603333,1214,2344.651803
62.575333,1324,2346.720811
58.546333,340,2347.592478
82.735,1086,2349.379417
98.642095,441,2350.269057
63.047333,980,2351.984257
53.043286,1411,2358.788908
83.007619,1747,2361.417517
-68.660667,1158,2363.312198
63.304333,847,2364.84994
-48.862333,983,2366.592526
-83.701333,2053,2369.463855
73.532667,340,2370.308359
62.095667,1563,2377.27157
-50.214333,1179,2379.20664
54.016952,409,2380.126771
