#{"t_start": 1762123768.8866038, "env_id": "None"}
r,l,t
328.55495,340,1631.655119
524.278447,493,1632.908165
1259.781503,905,1634.771712
295.920502,414,1636.039073
375.387765,414,1637.143253
539.209694,414,1641.060317
376.985394,414,1642.161723
400.413575,414,1643.358282
782.533308,703,1645.033831
654.271815,473,1646.258875
570.794972,646,1647.779819
1181.880794,846,1649.501503
254.876622,340,1652.893915
331.535061,485,1654.188852
415.485418,340,1655.266949
427.523644,340,1656.28392
625.762464,578,1657.745681
498.225057,515,1659.264938
433.256004,414,1660.410363
180.809186,434,1661.639117
405.197499,431,1662.840937
537.037158,340,1663.776336
490.192679,677,1668.363884
539.668176,643,1669.70759
501.300607,574,1670.974294
381.843756,643,1672.333126
333.856408,340,1673.315215
317.545048,340,1674.414239
427.561308,414,1675.597316
-20.340056,340,1676.602379
458.921517,428,1680.646825
352.784396,414,1681.750071
760.688564,631,1683.216133
575.561834,598,1684.558542
441.864265,340,1685.572744
307.89427,412,1686.664665
487.281383,464,1687.842793
308.465797,340,1688.80336
544.46372,461,1690.067031
456.834212,340,1693.360733
535.314904,453,1694.634314
786.649787,810,1696.37608
442.871854,340,1697.460185
253.867875,340,1698.417818
368.657259,340,1699.452486
348.653662,425,1700.525319
476.500034,414,1701.708108
648.648513,531,1703.014942
498.894931,340,1706.911719
1323.880562,944,1708.706416
469.288239,414,1709.831662
452.093452,340,1710.965513
402.518573,340,1712.030867
540.612342,611,1713.480416
433.102072,340,1714.50813
396.519228,414,1715.591211
573.231368,406,1716.766359
947.419673,712,1720.725954
224.837934,432,1721.890492
579.045,505,1723.137187
473.895631,414,1724.247047
771.220676,518,1725.483089
519.024804,624,1726.897181
267.668981,414,1727.956685
634.08491,580,1729.39122
664.424737,414,1732.688137
287.658757,340,1733.68196
605.709169,521,1734.98602
274.990785,414,1736.201871
524.735416,607,1737.541108
475.051077,472,1738.816226
512.063073,586,1740.144146
414.749204,414,1741.314739
483.587683,471,1742.45441
431.532965,340,1745.999671
358.479367,414,1747.10124
619.598959,549,1748.527475
687.763933,380,1749.613241
523.545986,443,1750.847252
544.978413,520,1752.050299
1249.917497,1027,1753.977336
327.071221,340,1754.95965
373.941085,423,1758.627263
449.281605,340,1759.676177
650.069832,544,1761.118257
817.325642,759,1762.812912
497.20148,440,1764.083276
625.665208,666,1765.542545
888.202127,769,1767.217529
582.593542,518,1771.03009
238.050703,340,1772.092542
337.562705,340,1773.242982
760.802568,523,1774.745687
471.439542,423,1775.955263
552.847611,537,1777.407944
517.053649,340,1778.45014
775.313891,807,1780.197716
493.285518,516,1781.610128
399.560245,504,1785.275631
1200.091567,1067,1787.436655
315.279344,414,1788.643383
666.25069,573,1790.078574
687.563241,556,1791.517764
502.55549,484,1792.848907
865.19487,657,1797.221611
218.472481,414,1798.391553
912.739359,745,1799.919802
540.352621,539,1801.366291
721.013183,542,1802.755023
471.444163,340,1803.880465
610.518288,551,1805.316284
429.59132,525,1806.638236
793.868992,631,1810.678381
555.827411,507,1812.065
636.490645,423,1813.248256
893.629655,671,1814.753129
1041.222228,897,1816.57436
485.117002,673,1818.186908
691.194093,568,1819.525983
264.723222,340,1822.91871
803.000334,695,1824.600015
972.778831,836,1826.483294
719.499772,470,1827.714328
294.032202,340,1828.889096
350.815647,340,1830.015512
265.165467,414,1831.198694
528.969206,340,1832.341354
699.122619,414,1835.854465
657.137414,496,1837.230244
471.000275,520,1838.696442
530.247051,409,1839.974249
554.90562,605,1841.595535
419.026189,340,1842.709463
469.978949,434,1843.943283
422.344522,414,1845.138242
883.811845,679,1846.736396
420.147868,414,1850.343833
302.120303,450,1851.610144
616.198744,734,1853.231611
388.149111,340,1854.368625
631.81244,468,1855.701414
374.684574,439,1856.930526
562.382943,578,1858.382059
344.561136,414,1859.536557
575.284484,637,1863.633841
409.187714,630,1865.161375
370.405345,340,1866.232594
664.298731,769,1867.961094
735.904598,541,1869.409625
1161.611967,771,1871.124754
610.824768,492,1872.508041
1265.289923,911,1876.884073
588.938369,603,1878.372846
370.214619,340,1879.484527
